res_state,res_county,total_deaths,deaths_male,deaths_65p,pct_male,pct_65p,population,med_age,med_income,area_km2,lon,lat,Y,density
MI,CALHOUN,201,110,201,54.726368159204,100,134219,40.1,50219,1860.63250062433,-85.0055783419685,42.2464865401034,149.755250746914,72.1362224700274
MI,CLARE,16,16,16,100,100,30843,47.7,41163,1489.83206482369,-84.8478618272868,43.9877975123796,51.875628181435,20.7023333221453
MI,DELTA,40,15,40,37.5,100,36874,47.5,47008,3069.05327704539,-86.9244834550015,45.9189363807429,108.477518034387,12.0147800221634
MI,DICKINSON,27,0,27,0,100,25907,47.4,51704,2011.40603099237,-87.8702573372642,46.0088369163509,104.218936966843,12.8800449043191
MI,EATON,142,82,142,57.7464788732394,100,109199,41.1,67440,1500.70760431993,-84.8383008893734,42.5959820950223,130.037820859165,72.7650074442619
MI,GENESEE,1013,546,923,53.8993089832182,91.1154985192498,405793,40.5,50269,1682.42406235246,-83.706786570479,43.0215548481604,249.634665950374,241.195432875941
MI,GRAND TRAVERSE,36,36,36,100,100,95427,43,66457,1270.6362521782,-85.5605682564074,44.6686529467173,37.7251721210978,75.1017451583124
MI,GRATIOT,53,11,53,20.7547169811321,100,41687,40,49795,1480.47827786086,-84.6049169764405,43.2926362298766,127.137956677142,28.1577923995166
MI,HURON,28,13,28,46.4285714285714,100,31372,49.3,49541,2196.72999497148,-83.0233367105365,43.8333690817934,89.2515619023333,14.2812271293302
MI,INGHAM,245,148,245,60.4081632653061,100,285007,32.4,55253,1452.18370851025,-84.373544748989,42.5969993308243,85.9628009136618,196.260981534064
MI,IONIA,12,12,12,100,100,66891,38.6,60139,1502.2091554655,-85.0746031498415,42.9450004013639,17.9396331345024,44.5284198652564
MI,IOSCO,12,12,12,100,100,25189,52.9,42628,1467.04106361695,-83.6359770163075,44.3557673504903,47.6398427885188,17.1699352013346
MI,ISABELLA,21,0,21,0,100,64521,28.7,46783,1496.32012458034,-84.8467846201756,43.6405115036696,32.5475426605291,43.1197836212325
MI,JACKSON,279,161,267,57.7060931899642,95.6989247311828,160223,41.6,54511,1873.79204290965,-84.4234284992513,42.2484327091978,174.132303102551,85.5073542479153
MI,KALAMAZOO,249,136,249,54.6184738955823,100,261814,34.5,58836,1502.88540062548,-85.5311817666523,42.2453674465444,95.1056857158135,174.20756092982
MI,KENT,1048,522,992,49.8091603053435,94.6564885496183,658524,35.4,65722,2258.28077968759,-85.5492865688785,43.0318356193813,159.143782155244,291.604129089342
MI,LAPEER,141,94,141,66.6666666666667,100,88587,44.2,65197,1716.70374165312,-83.2218035568543,43.0899687568285,159.16556605371,51.6029631966049
MI,LENAWEE,74,26,74,35.1351351351351,100,99318,42.1,57314,1971.61468559104,-84.0664006903621,41.895064030189,74.5081455526692,50.3739400633582
MI,LIVINGSTON,209,128,197,61.244019138756,94.2583732057416,193989,43.7,84274,1516.3918177284,-83.9115166380755,42.6028176842692,107.738067622391,127.928018162615
MI,MACOMB,2719,1470,2411,54.0639941154836,88.6723059948511,880294,41,64641,1255.10232913027,-82.93233186643,42.6953260417094,308.874080704855,701.372294169835
MI,MARQUETTE,14,0,14,0,100,66544,39.2,54585,4844.90527860019,-87.6406189305029,46.4306948283224,21.0387112286607,13.7348402442299
MI,MECOSTA,11,11,11,100,100,40426,38,45797,1479.31267930796,-85.3245995474662,43.6406736299693,27.2102112501855,27.3275559423393
MI,MIDLAND,35,22,35,62.8571428571429,100,83493,41.7,64078,1367.58750491605,-84.3881442909591,43.6467327549919,41.9196818894997,61.0513036276426
MI,MONROE,188,69,188,36.7021276595745,100,154909,42.8,65453,1461.82900516559,-83.5376243254273,41.9286063300154,121.361573568999,105.969302464656
MI,MONTCALM,43,43,43,100,100,66659,40.8,52390,1866.85953517844,-85.1523415685461,43.3109299537061,64.5074183531106,35.7064892906517
MI,MUSKEGON,270,173,270,64.0740740740741,100,174794,39.3,53478,1365.95843198891,-86.1518538814479,43.2911720632336,154.467544652562,127.964362535901
MI,NEWAYGO,25,25,25,100,100,50095,42.4,51470,2232.02235518338,-85.800923046371,43.5538735823122,49.9051801577004,22.4437716242696
MI,OAKLAND,3032,1536,2828,50.6596306068602,93.2717678100264,1272526,41,81587,2349.62037917356,-83.3858108080224,42.6602387670698,238.26625153435,541.58791406448
MI,OTTAWA,450,232,450,51.5555555555556,100,296899,35.5,72418,1494.72558180729,-85.9961341224216,42.9597061120024,151.566694397758,198.631109023381
MI,ROSCOMMON,12,12,12,100,100,23465,56.6,41828,1502.36899662463,-84.6115644918276,44.335462882975,51.1399957383337,15.618666288188
MI,SAGINAW,458,228,458,49.7816593886463,100,189883,41,49565,2113.49996410614,-84.0532655763778,43.3349738997261,241.201160714756,89.8429161224552
MI,SHIAWASSEE,59,22,59,37.2881355932203,100,68004,43,56436,1401.04183153434,-84.146728358799,42.9536251769593,86.7596023763308,48.5381652919857
MI,ST. CLAIR,448,246,396,54.9107142857143,88.3928571428571,160394,44,58722,1934.21384533951,-82.6803100623435,42.9337515435153,279.312193722957,82.9246468204485
MI,TUSCOLA,53,40,53,75.4716981132076,100,53311,44.8,51891,2111.94313380655,-83.417009919662,43.4643707406056,99.4166307141115,25.2426304224929
MI,VAN BUREN,49,33,49,67.3469387755102,100,75566,41.1,56652,1614.03814822982,-86.0188958825471,42.2512329168286,64.843977450176,46.8179764418059
MI,WASHTENAW,220,138,220,62.7272727272727,100,371849,33.9,75730,1871.05152494733,-83.838780095928,42.2531666900814,59.1638003598235,198.73797970928
MI,WAYNE,5848,2975,4711,50.8720930232558,80.5574555403557,1789655,37.9,49359,1643.69541091878,-83.2822532859889,42.2817700825515,326.766890825327,1088.79965723068
MN,ANOKA,457,241,434,52.7352297592998,94.9671772428884,364502,38.6,84379,1155.38592740704,-93.2464137601316,45.2731828506317,125.376541143807,315.480733626408
MN,BECKER,28,17,28,60.7142857142857,100,35205,42.3,60508,3742.62265164936,-95.6739423778436,46.9346487484643,79.5341570799602,9.40650535112999
MN,BENTON,59,23,59,38.9830508474576,100,41358,36,60564,1069.78116366243,-93.9987646655027,45.6990679018555,142.65680158615,38.6602432392899
MN,BLUE EARTH,16,0,16,0,100,69196,31.3,61058,1982.85333221358,-94.0670171207521,44.0344986056407,23.1227238568703,34.8971852208314
MN,BROWN,13,13,13,100,100,25911,42,59804,1601.28507657514,-94.727605308791,44.2421351143213,50.171741731311,16.1813785559153
MN,CARLTON,26,13,26,50,100,36187,41.2,66201,2266.88634056192,-92.6770185314372,46.5923903678636,71.8490065493133,15.9633058581269
MN,CARVER,13,0,13,0,100,107307,38.1,104011,974.20951428009,-93.8025403233231,44.820737587647,12.1147735003308,110.147764343378
MN,CASS,11,11,11,100,100,30162,48.9,53845,6251.67532732014,-94.3264369508007,46.9481075757599,36.4697301239971,4.82462674736011
MN,CHISAGO,24,12,24,50,100,56718,41.3,86900,1145.6638126439,-92.9080809859547,45.5022280440725,42.3146091187983,49.5066697350852
MN,CLAY,13,0,13,0,100,65359,32.7,66069,2726.54371193233,-96.4905963127275,46.8920155092659,19.8901451980599,23.9713743498649
MN,CROW WING,43,17,43,39.5348837209302,100,66285,44.7,57779,2995.69953655778,-94.0709592945504,46.4818310582538,64.8713887003093,22.1267183811648
MN,DAKOTA,468,197,453,42.0940170940171,96.7948717948718,440436,38,88468,1519.74648634181,-93.0654056066252,44.6717518972331,106.258344004577,289.808862174227
MN,DOUGLAS,45,16,45,35.5555555555556,100,39093,44.3,65430,1864.95923868486,-95.4535136353338,45.9336498094576,115.110122016729,20.9618522427159
MN,GOODHUE,27,0,27,0,100,47579,42.6,69334,2021.24977470706,-92.7227863514725,44.4097411724712,56.7477248365876,23.5393965631465
MN,HENNEPIN,2160,1150,2113,53.2407407407408,97.8240740740741,1281722,36.7,81169,1571.11988911602,-93.4767577208635,45.0044445756145,168.523283520139,815.80152404611
MN,HUBBARD,11,11,11,100,100,21389,49,58475,2588.75011885305,-94.9166087625892,47.1081001553379,51.4283042685493,8.26228837006346
MN,ISANTI,11,11,11,100,100,41390,39.8,76999,1169.74252066964,-93.2950539257476,45.5613918317753,26.5764677458323,35.3838552233747
MN,KANDIYOHI,48,27,48,56.25,100,43723,39,64252,2233.27550018454,-95.0047070157465,45.1520286595771,109.78203691421,19.5779696667013
MN,LYON,13,13,13,100,100,25426,35.9,57274,1868.65141061912,-95.8389975054615,44.4133280334082,51.1287658302525,13.6066041293255
MN,MCLEOD,31,20,31,64.5161290322581,100,36751,40.9,62885,1309.10075772586,-94.2724790506182,44.8234744116138,84.3514462191505,28.0734693514677
MN,MEEKER,27,16,27,59.2592592592593,100,23433,41.8,63841,1669.83737393666,-94.5273728344147,45.1229369930065,115.222122647548,14.0331030828208
MN,MILLE LACS,19,19,19,100,100,26456,40.4,57173,1765.53582210365,-93.6301231184259,45.9372982773964,71.817357121258,14.9846860475918
MN,MORRISON,15,15,15,100,100,34003,41.9,58826,2987.5971398369,-94.2681586209613,46.0125197546249,44.1137546687057,11.3813872515142
MN,NOBLES,12,12,12,100,100,22207,36.1,56000,1871.48407488492,-95.7533657381055,43.6741732434628,54.0370153555185,11.86598395253
MN,OLMSTED,56,26,56,46.4285714285714,100,163041,37.4,80403,1696.03994750957,-92.4016748527582,44.0037061519986,34.3471887439356,96.1304008430968
MN,OTTER TAIL,57,37,57,64.9122807017544,100,60068,46.8,59456,5761.97748350239,-95.7080203921715,46.4085856513216,94.8924552174203,10.4248932197298
MN,POLK,28,13,28,46.4285714285714,100,31081,38.9,58682,5173.91536506479,-96.4004347789325,47.7738043788221,90.087191531804,6.00724940532745
MN,RAMSEY,697,308,686,44.1893830703013,98.4218077474893,551739,35.2,67238,440.500079621488,-93.0995997800618,45.0169995548291,126.32784704362,1252.52871798365
MN,RICE,28,13,28,46.4285714285714,100,67100,36.6,70600,1336.50682120494,-93.2966164224156,44.354174999633,41.7287630402385,50.205505078908
MN,SCOTT,42,25,42,59.5238095238095,100,151356,36.8,103261,954.007136687679,-93.5359988316612,44.6484548155891,27.7491477047491,158.652901198946
MN,SHERBURNE,25,25,25,100,100,97589,36.1,88671,1168.06345309674,-93.7744465603692,45.4439472663346,25.6176413325272,83.547687192228
MN,ST. LOUIS,325,170,325,52.3076923076923,100,200083,41,57480,17461.6664986008,-92.4698136578314,47.5987969083719,162.432590474953,11.4584137783202
MN,STEARNS,179,111,179,62.0111731843575,100,158488,34.8,65244,3600.27999576081,-94.612692831443,45.5521395283396,112.942304780173,44.0210206391207
MN,WASHINGTON,214,99,214,46.2616822429907,100,268400,39.5,97584,1095.57724813944,-92.8839315507418,45.0382681319511,79.7317436661699,244.985007178461
MN,WINONA,14,14,14,100,100,49672,35.6,60020,1661.63612137279,-91.7789218896213,43.9868463361714,28.184892897407,29.8934281465684
MN,WRIGHT,127,74,127,58.2677165354331,100,141875,37.1,87772,1849.73099665133,-93.9631374100055,45.1738528136674,89.5154185022027,76.7003419723431
MO,AUDRAIN,29,29,29,100,100,24781,40,44699,1804.77663812893,-91.8415017882865,39.2158501519509,117.025140228401,13.7307850048919
MO,BOONE,30,0,30,0,100,184050,31.6,58740,1789.86290125521,-92.3096683833298,38.9903412107828,16.2999185004075,102.829104883356
MO,BUCHANAN,71,27,71,38.0281690140845,100,84472,38.3,51933,1075.58448555855,-94.805967384583,39.6597572442079,84.0515200303059,78.5359040913778
MO,CAPE GIRARDEAU,78,52,78,66.6666666666667,100,81824,36.7,53776,1518.59644490506,-89.684522716434,37.3838958994861,95.3265545561205,53.8813325123485
MO,CASS,25,25,25,100,100,108162,39.9,72522,1819.62181254833,-94.3548317554877,38.646912537265,23.1134779312513,59.442022102671
MO,CHRISTIAN,49,33,49,67.3469387755102,100,89294,38.6,64442,1460.09781327421,-93.1887227802555,36.9696208723498,54.8749076085739,61.1561767904861
MO,CLAY,310,145,297,46.7741935483871,95.8064516129032,254145,37.2,72047,1058.477092744,-94.4209399505255,39.310449774589,121.977611206201,240.104393134436
MO,CLINTON,33,0,33,0,100,21218,40.6,62213,1096.75094338046,-94.4045847658426,39.6017233079683,155.528325007069,19.3462336440768
MO,COLE,74,22,74,29.7297297297297,100,76624,39,61184,1033.36571321571,-92.2816083876626,38.5053460728689,96.5754854875757,74.1499345488783
MO,FRANKLIN,109,58,109,53.2110091743119,100,104867,40.6,60129,2410.18457097219,-91.0749516634428,38.4110581874424,103.941182640869,43.5099457788413
MO,GREENE,539,284,503,52.6901669758813,93.3209647495362,299332,36.3,47053,1755.71879716754,-93.3419726791175,37.2580370548604,180.067617227694,170.489716509788
MO,HENRY,11,0,11,0,100,21982,44.3,47500,1896.76962670052,-93.7927490084252,38.3851424179566,50.0409425893913,11.5891775630329
MO,HOWELL,22,11,22,50,100,39806,40.8,39482,2404.54784401098,-91.8865614640288,36.7737701109682,55.2680500427071,16.5544637005851
MO,JACKSON,1153,571,1014,49.5229835212489,87.9444926279272,717662,36.8,56960,1596.49300498291,-94.3461835929509,39.0084112745581,160.660589525431,449.524049125214
MO,JASPER,124,81,112,65.3225806451613,90.3225806451613,122896,36.2,49155,1661.18305876792,-94.3405901713932,37.2035667504949,100.898320531181,73.9810097095203
MO,JEFFERSON,295,163,270,55.2542372881356,91.5254237288136,226947,39.6,67606,1720.13302246264,-90.5376788411064,38.2608968718032,129.986296359943,131.935726502762
MO,JOHNSON,17,17,17,100,100,54039,30.3,56440,2157.59960137696,-93.8064328057209,38.7440392600349,31.4587612650123,25.0458889432094
MO,LAFAYETTE,22,11,22,50,100,33050,42.4,62076,1655.17122281913,-93.7855969982466,39.0655818383613,66.5658093797277,19.9677227010438
MO,LINCOLN,13,0,13,0,100,59857,37.4,70424,1658.79471499646,-90.9600553256898,39.0580063530594,21.7184289222647,36.0846338964419
MO,MARION,15,0,15,0,100,28493,38.9,54277,1149.96564724751,-91.622415447011,39.8059292475903,52.6445091776928,24.7772618844738
MO,MILLER,14,0,14,0,100,24778,40.5,47964,1554.19985242224,-92.4282502146587,38.2144247261835,56.5017354104448,15.9426086428866
MO,PETTIS,12,12,12,100,100,43004,37.8,49315,1777.64692252965,-93.2851264285624,38.7281630050456,27.9043809878151,24.1915306436691
MO,PHELPS,44,15,44,34.0909090909091,100,44568,35.8,44987,1746.23924499815,-91.792588320756,37.8770368446528,98.7255429904865,25.5222760155337
MO,PLATTE,43,30,43,69.7674418604651,100,107190,38.3,82448,1105.07968598013,-94.7736852330984,39.3801995600834,40.1156824330628,96.99753000611
MO,SALINE,11,11,11,100,100,23339,36.7,47585,1986.19252491761,-93.2019483499296,39.136767430292,47.1314109430567,11.750623218647
MO,ST. CHARLES,425,213,425,50.1176470588235,100,406423,39,87644,1534.82292719776,-90.6751934384899,38.7819664940576,104.570853519609,264.801230681404
MO,ST. LOUIS,2382,1104,2286,46.3476070528967,95.9697732997481,1003376,40.4,68661,1355.51083180181,-90.4435416774414,38.6404495482568,237.398542520451,740.219831859449
MO,ST. LOUIS,2382,1104,2286,46.3476070528967,95.9697732997481,1003376,40.4,68661,171.469728219963,-90.2451341722294,38.6357969694779,237.398542520451,5851.62180179617
MO,WEBSTER,12,0,12,0,100,39008,36.4,55827,1538.02946684721,-92.8758578421696,37.2807720081486,30.7629204265792,25.3623229208749
MS,DESOTO,94,48,94,51.0638297872341,100,186129,37.1,69990,1286.92060539815,-89.9918209425387,34.8754342661973,50.502608405998,144.631299879152
MS,FORREST,14,14,14,100,100,78212,32.5,42298,1217.88892779525,-89.257804966865,31.1886879469472,17.9000664859612,64.2193210029322
MS,HARRISON,182,127,152,69.7802197802198,83.5164835164835,208835,36.5,48547,1527.76718946503,-89.1159611308014,30.5118433181459,87.1501424569637,136.692947354843
MS,HINDS,175,60,164,34.2857142857143,93.7142857142857,226772,35.3,45380,2272.58023118125,-90.442927771935,32.2666441492625,77.1700209902457,99.7861359913916
MS,JACKSON,27,16,27,59.2592592592593,100,143378,38.9,53726,1934.42493610882,-88.6356642076839,30.542269826327,18.8313409309657,74.119185150917
MS,JONES,12,12,12,100,100,67173,37.5,43391,1812.12363077409,-89.168823799104,31.6225161461819,17.8643204859095,37.068662898737
MS,LAFAYETTE,23,23,23,100,100,55916,30.5,53318,1759.38141815063,-89.4848623574951,34.3567056902737,41.1331282638243,31.7816247364804
MS,LEE,11,11,11,100,100,83319,37.5,55861,1173.8164766123,-88.6804449803578,34.2897678967857,13.202270790576,70.9812834119208
MS,LOWNDES,24,11,24,45.8333333333333,100,58783,37.5,48170,1337.39445875443,-88.4434555507799,33.4728542871054,40.828130581971,43.9533748739671
MS,MADISON,15,0,15,0,100,109252,37.4,71621,1921.69975915654,-90.0340152875021,32.6347295102319,13.7297257716106,56.8517529751641
MS,PEARL RIVER,13,0,13,0,100,56207,41.7,51538,2120.56631012877,-89.5897458443327,30.768747418328,23.1287917874998,26.505655461718
MS,RANKIN,91,46,91,50.5494505494506,100,157175,38,68310,2087.75478263038,-89.9459167476987,32.2640202680351,57.8972482901225,75.2842246166352
MS,SIMPSON,11,0,11,0,100,25890,39.9,43403,1529.4401319344,-89.9194720976116,31.9132004083425,42.4874468906914,16.92776295026
MT,CASCADE,124,82,124,66.1290322580645,100,84411,38,52049,7022.89002820405,-111.346608774687,47.3076142777237,146.900285507813,12.0194107640877
MT,FLATHEAD,46,26,46,56.5217391304348,100,104881,42.2,57763,13613.1397186553,-114.04738215182,48.293750236932,43.8592309379201,7.70439458990288
MT,GALLATIN,23,11,23,47.8260869565218,100,119607,33.4,70124,6821.00665119168,-111.170655989944,45.5369003848643,19.2296437499477,17.5350950550831
MT,LEWIS AND CLARK,40,28,40,70,100,71179,41.3,66062,9058.2910405953,-112.387621256186,47.1207989946342,56.1963500470644,7.85788397403073
MT,MISSOULA,69,40,69,57.9710144927536,100,118353,36,56247,6780.30737865517,-113.924598357303,47.0358109031667,58.3001698309295,17.4554033306193
MT,SILVER BOW,61,28,61,45.9016393442623,100,35210,40.1,49359,1861.03491705911,-112.656708533462,45.9022105433763,173.246236864527,18.9195805394347
MT,YELLOWSTONE,258,122,247,47.2868217054264,95.7364341085271,165210,38.7,62630,6860.87640434428,-108.27592580518,45.9367721623494,156.164881060469,24.0800140191113
NC,ALAMANCE,169,85,169,50.2958579881657,100,171620,39.1,51580,1124.58123471051,-79.3994421154941,36.0435959804848,98.4733714019345,152.607917243239
NC,BEAUFORT,16,0,16,0,100,44690,46.5,48051,2230.00923380064,-76.859721434676,35.4939225210466,35.8021928843142,20.0402757632686
NC,BRUNSWICK,68,46,68,67.6470588235294,100,138167,54.7,59763,2310.49081391834,-78.2378625875033,34.0709905614224,49.2158040631989,59.7998482260503
NC,BUNCOMBE,238,128,238,53.781512605042,100,269704,42.3,55032,1709.2795136791,-82.5301418059236,35.6111789289414,88.2448906949841,157.788119404463
NC,BURKE,31,14,31,45.1612903225806,100,87248,44.3,43915,1331.9359381911,-81.7046061661961,35.749574758407,35.5309004217862,65.5046519117816
NC,CABARRUS,110,52,110,47.2727272727273,100,227235,38,71177,942.540329839124,-80.5518626141462,35.3867639127848,48.4080357339318,241.087827020394
NC,CALDWELL,71,38,71,53.5211267605634,100,80584,45.1,46094,1229.10112408023,-81.5463119014369,35.9529937343659,88.1068202124491,65.5633604275674
NC,CATAWBA,204,97,204,47.5490196078431,100,160889,41.6,54690,1077.45771732374,-81.2150617728678,35.6620657114885,126.795492544549,149.322796999986
NC,CLEVELAND,79,27,79,34.1772151898734,100,99945,41.9,43512,1213.06492424456,-81.5554801357186,35.3339908670694,79.0434739106509,82.3904788626551
NC,COLUMBUS,11,11,11,100,100,50475,41.9,38487,2473.35616179092,-78.6550059794974,34.2656931526247,21.7929668152551,20.4074935829104
NC,CRAVEN,12,0,12,0,100,101505,37.6,53894,1891.96136992542,-77.0934337291298,35.124662624742,11.8220777301611,53.6506725842936
NC,CUMBERLAND,89,52,89,58.4269662921348,100,337195,31.4,48177,1705.40060972087,-78.8274726756284,35.0485488226417,26.3942229273862,197.721871376128
NC,DAVIDSON,79,64,79,81.0126582278481,100,169050,42.5,50454,1470.17839428922,-80.2126965767872,35.7932020216126,46.73173617273,114.986045677626
NC,DURHAM,22,11,22,50,100,322505,35.5,62812,771.287039685452,-78.8766268550329,36.0359155617155,6.82159966512147,418.138751730516
NC,FORSYTH,299,158,299,52.8428093645485,100,382634,38.4,53583,1067.91948543943,-80.2563243273862,36.130620038303,78.142559208016,358.298547050627
NC,GASTON,370,182,348,49.1891891891892,94.0540540540541,228625,40,53474,941.65971074388,-81.1802483459388,35.294342061726,161.837069436851,242.789404061255
NC,GUILFORD,597,318,597,53.2663316582915,100,538761,37.4,54794,1703.2884015698,-79.7888949513096,36.0794408285121,110.809802491272,316.306386812394
NC,HARNETT,36,24,36,66.6666666666667,100,133716,34.7,54565,1557.36970427381,-78.8694976907851,35.3686488364844,26.9227317598492,85.8601523023405
NC,HAYWOOD,27,12,27,44.4444444444444,100,62218,47.7,51548,1436.0723496036,-82.9820322180391,35.5559218566014,43.3958018579832,43.325115212457
NC,HENDERSON,106,62,106,58.4905660377359,100,116571,47.6,58928,971.042020245062,-82.4799869219591,35.3362810959731,90.9317068567654,120.047328096657
NC,IREDELL,93,48,93,51.6129032258065,100,187696,40.8,62551,1547.3470891464,-80.8734467165608,35.8067917581201,49.54820560907,121.30180831215
NC,JACKSON,14,0,14,0,100,42146,38.5,46820,1281.90473565594,-83.1406944757662,35.2874088726071,33.2178617187871,32.8776381174957
NC,JOHNSTON,110,47,110,42.7272727272727,100,217426,38.4,61806,2060.82519106506,-78.3657836032559,35.517709960422,50.5919255286856,105.504339204837
NC,LINCOLN,15,0,15,0,100,87169,43.6,59592,789.749529671338,-81.2234753676701,35.485663682391,17.2079523683878,110.375500997482
NC,MECKLENBURG,642,324,618,50.4672897196262,96.2616822429907,1116263,35.2,69240,1414.81136549888,-80.8327590348401,35.2465887757252,57.5133279522837,788.983625111317
NC,MOORE,78,39,78,50,100,100293,44.1,63324,1827.78832118055,-79.4812737336666,35.3105691445393,77.7721276659388,54.8712336312674
NC,NASH,38,26,38,68.421052631579,100,95159,41.7,49949,1405.75278659352,-77.9866345798027,35.9671689371746,39.9331644931115,67.6925565487181
NC,NEW HANOVER,109,76,98,69.7247706422018,89.908256880734,226442,39,56689,568.608487988051,-77.8847314215418,34.2326820770387,48.1359465116895,398.238866959648
NC,ONSLOW,23,23,23,100,100,205111,26.5,51560,2076.67857305051,-77.4320540392801,34.7320324933778,11.2134405273242,98.7687756120604
NC,PASQUOTANK,12,0,12,0,100,40270,39.6,54439,601.266375116571,-76.2837800242758,36.2954203103859,29.7988577104544,66.9753068965358
NC,PERSON,14,0,14,0,100,39187,43.6,57323,1047.00579829055,-78.971789897131,36.3899576889893,35.7261336667773,37.4276819325937
NC,PITT,12,12,12,100,100,173643,32.7,49337,1697.84509457275,-77.3744311589014,35.593201899971,6.9107306369966,102.272581023474
NC,RANDOLPH,135,85,135,62.962962962963,100,144407,41.8,48984,2045.93307870478,-79.8060160896902,35.7102739181486,93.4857728503466,70.5824650390912
NC,ROBESON,12,12,12,100,100,115967,36.7,35362,2459.48372531868,-79.1039326208924,34.6400855413913,10.3477713487458,47.1509523751672
NC,ROCKINGHAM,82,27,82,32.9268292682927,100,91214,45,45697,1483.41655611843,-79.7749911243781,36.3960163024377,89.898480496415,61.4891344065043
NC,ROWAN,202,130,202,64.3564356435644,100,146909,40.3,51054,1356.91713992735,-80.5246693444311,35.6394785185825,137.500085086686,108.266743544757
NC,RUTHERFORD,85,25,85,29.4117647058824,100,64357,45.2,43183,1469.04173787264,-81.9197985035511,35.4025363036488,132.075764874062,43.8088301651641
NC,STANLY,11,11,11,100,100,62679,42,54104,1048.8164531469,-80.2510313898079,35.3119328810011,17.5497375516521,59.761648295978
NC,STOKES,32,0,32,0,100,44579,46.6,51668,1180.42397235404,-80.2395015760609,36.4018707487594,71.782677942529,37.7652445596299
NC,SURRY,55,11,55,20,100,71371,44,44979,1392.23581246827,-80.6881088410694,36.4147680077604,77.0621120623222,51.2635857811097
NC,UNION,61,47,61,77.0491803278689,100,239688,38.6,82557,1656.16584086039,-80.5307910394268,34.9883734458187,25.4497513434131,144.724636921313
NC,WAKE,589,274,589,46.5195246179966,100,1130694,36.4,83567,2220.45859563243,-78.6505123182546,35.790185446844,52.0919010802215,509.216430436504
NC,WAYNE,23,23,23,100,100,117772,37.6,47221,1444.49497530656,-78.0040724521829,35.363868583883,19.5292599259586,81.5316093259552
NC,WILKES,44,26,44,59.0909090909091,100,65872,45.1,44980,1961.24148629438,-81.1634634632258,36.2062665783868,66.7962108331309,33.5868889478063
ND,BURLEIGH,113,53,113,46.9026548672566,100,98589,37.1,72974,4320.97344413476,-100.468677353796,46.9768248988717,114.617249388877,22.8163864635233
ND,CASS,157,90,157,57.3248407643312,100,184897,32.6,65976,4578.68684007732,-97.2479679447532,46.9326012806655,84.9121402726924,40.3821022179533
ND,GRAND FORKS,28,28,28,100,100,73132,29.9,53721,3728.39462553525,-97.4567615712529,47.9216660963214,38.2869332166493,19.614876466973
ND,MORTON,32,13,32,40.625,100,33322,37.6,72778,5038.36814457462,-101.279944438759,46.7160416453863,96.0326511013745,6.61364930942603
ND,STARK,11,0,11,0,100,33835,34.3,69412,3470.93178984412,-102.655177026005,46.8108616570654,32.510713757943,9.74810282904452
ND,STUTSMAN,48,20,48,41.6666666666667,100,21554,40.2,52815,5951.64727619998,-98.9587454901395,46.9787361835004,222.696483251369,3.62151837965805
ND,WARD,136,64,136,47.0588235294118,100,69922,31.6,68098,5324.69024541858,-101.540514748182,48.2209292065156,194.50244558222,13.1316558855535
NE,DOUGLAS,108,52,108,48.1481481481482,100,585451,34.9,66600,879.687076105898,-96.1542508750328,41.2953646703797,18.4473166840607,665.521883749401
NE,LANCASTER,16,16,16,100,100,323171,33.8,62464,2192.15617289606,-96.6877549012781,40.7838933658047,4.95093928601267,147.421522241756
NE,SARPY,11,0,11,0,100,191181,34.8,83051,641.176670976054,-96.1119914787288,41.1129409553758,5.75370983518237,298.172108646698
NH,BELKNAP,78,47,78,60.2564102564103,100,63774,47.9,67328,1217.19180661421,-71.4224345045445,43.517822212219,122.306896227303,52.3943717444141
NH,CHESHIRE,13,13,13,100,100,76542,43,64686,1888.31592212351,-72.2511422038727,42.9192052208737,16.98413942672,40.5345308500732
NH,HILLSBOROUGH,601,279,601,46.4226289517471,100,422929,40.8,82099,2311.04321936083,-71.7157803222342,42.915199924462,142.104230260871,183.003500954418
NH,MERRIMACK,64,39,64,60.9375,100,154039,43.1,77937,2472.98088115254,-71.6799224248888,43.2973710493251,41.5479196826778,62.2887953457246
NH,ROCKINGHAM,323,172,323,53.2507739938081,100,314664,44.7,93962,1881.96436061677,-71.1254349620937,42.9874718094701,102.649174993008,167.199765619832
NH,STRAFFORD,41,11,41,26.8292682926829,100,131074,36.8,72682,990.718816272558,-71.0286948897219,43.2967450463324,31.2800402825885,132.301918412277
NJ,ATLANTIC,406,223,406,54.9261083743842,100,274196,41.8,63680,1579.88318771477,-74.660892229165,39.4776925005597,148.069264321872,173.554603360653
NJ,BERGEN,2581,1410,2430,54.6299883765982,94.149554436265,953711,41.9,104623,638.056554334095,-74.0741424921371,40.9595461370809,270.627055785243,1494.7123315665
NJ,BURLINGTON,554,277,554,50,100,461694,41.6,90329,2124.24272087828,-74.6677386064707,39.8775066253795,119.992895727473,217.3452192926
NJ,CAMDEN,923,456,912,49.4041170097508,98.8082340195016,523151,38.8,70957,588.868598734748,-74.9595496743164,39.8034274996912,176.430896624493,888.400232452622
NJ,CAPE MAY,78,50,78,64.1025641025641,100,95051,50.3,72385,740.362847654775,-74.8003430542248,39.1488740199145,82.0612092455629,128.384346001545
NJ,CUMBERLAND,131,68,131,51.9083969465649,100,153724,37.6,55709,1298.54891110395,-75.1106681276114,39.3738135414594,85.2176628242825,118.38137068654
